type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,category
Treated,FSR,Independent,Yes,No,Yes,No,Yes,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,No,Yes,FSR Independent
Treated,FSR,Independent,No,Yes,Yes,Yes,Yes,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,No,Yes,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,No,Yes,FSR Independent
Treated,FSR,Independent,No,Yes,Yes,Yes,Yes,FSR Independent
Treated,FSR,Independent,Yes,No,No,No,Yes,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,No,Yes,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,No,Yes,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,Yes,No,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,Yes,Yes,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,No,No,FSR Independent
Treated,FSR,Independent,No,Yes,Yes,Yes,No,FSR Independent
Treated,FSR,Independent,Yes,No,Yes,No,No,FSR Independent
Treated,Drink,Chain,Yes,No,No,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,No,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,No,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,No,Yes,No,Drink Chain
Treated,Drink,Chain,Yes,Yes,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,No,Yes,No,Drink Chain
Treated,Drink,Chain,Yes,No,No,No,Yes,Drink Chain
Treated,Drink,Chain,No,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,No,Yes,No,Yes,No,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,No,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,Yes,No,Drink Chain
Treated,Drink,Chain,No,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,No,Yes,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,No,Yes,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,No,No,Yes,Yes,No,Drink Chain
Treated,Drink,Chain,No,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,No,No,Yes,No,No,Drink Chain
Treated,Drink,Chain,Yes,No,No,Yes,No,Drink Chain
Treated,Drink,Chain,Yes,Yes,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,Yes,No,Drink Chain
Treated,Drink,Chain,Yes,Yes,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,No,Yes,No,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,No,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,No,No,Yes,Drink Chain
Treated,Drink,Chain,No,No,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,No,No,No,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,No,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,No,No,Yes,Drink Chain
Treated,Drink,Chain,Yes,No,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,No,Yes,Yes,No,Yes,Drink Chain
Treated,Drink,Chain,No,Yes,Yes,Yes,No,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,No,Yes,Yes,Yes,Yes,Drink Chain
Treated,Drink,Chain,Yes,Yes,Yes,Yes,Yes,Drink Chain
Treated,Drink,Independent,Yes,No,No,No,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,Yes,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,Yes,No,Drink Independent
Treated,Drink,Independent,Yes,No,No,Yes,No,Drink Independent
Treated,Drink,Independent,Yes,Yes,No,Yes,Yes,Drink Independent
Treated,Drink,Independent,Yes,Yes,Yes,Yes,No,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,Yes,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,Yes,Yes,Drink Independent
Treated,Drink,Independent,No,No,Yes,No,Yes,Drink Independent
Treated,Drink,Independent,No,Yes,Yes,No,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,No,No,Yes,Drink Independent
Treated,Drink,Independent,No,No,No,Yes,Yes,Drink Independent
Treated,Drink,Independent,No,No,No,Yes,Yes,Drink Independent
Treated,Drink,Independent,Yes,Yes,Yes,Yes,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,No,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,No,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,No,Yes,Drink Independent
Treated,Drink,Independent,No,Yes,Yes,Yes,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,No,Yes,Yes,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,Yes,Yes,Drink Independent
Treated,Drink,Independent,No,Yes,No,Yes,No,Drink Independent
Treated,Drink,Independent,Yes,No,Yes,Yes,No,Drink Independent
Treated,Drink,Independent,No,Yes,Yes,No,Yes,Drink Independent
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,No,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,No,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,No,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,No,No,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,No,QSR Chain
Control,QSR,Chain,N/A,Yes,No,No,No,QSR Chain
Control,QSR,Chain,N/A,No,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,No,Yes,Yes,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,Yes,No,QSR Chain
Control,QSR,Chain,N/A,Yes,Yes,No,Yes,QSR Chain
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,Yes,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,Yes,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
